mjd,mag,magerr,filter,wavelength
58243.39636,18.086,0.066,o,6866.2638386279095
58243.408417,18.064,0.069,o,6866.2638386279095
58243.41999,18.0,0.089,o,6866.2638386279095
58244.1723727,18.251541444361074,0.09736010434209788,r,6185.194476741525
58244.2121296,18.86590883110592,0.10190317834214214,g,4718.872246248685
58245.1733681,18.28382308373545,0.10046285523528614,r,6185.194476741525
58245.1743171,18.327268074178576,0.11128048897796218,r,6185.194476741525
58245.2246991,18.93223122619554,0.11972096126531878,g,4718.872246248685
58245.2256481,19.02377343501906,0.1535260679104647,g,4718.872246248685
58246.2145602,18.322761118611417,0.09527766948846954,r,6185.194476741525
58247.1575,17.560471445107975,0.08328077103688022,i,7499.704174464691
58247.1944329,18.995251657428938,0.10153431212768524,g,4718.872246248685
58247.2362616,18.20390307338012,0.07948495434660847,r,6185.194476741525
58247.48485838,17.113999999999997,0.066,W1,34002.551861150176
58247.48485838,17.255,0.152,W2,46520.081762929745
58247.61614375,17.09,0.116,W1,34002.551861150176
58247.61614375,17.021,0.128,W2,46520.081762929745
58247.74704708,17.125,0.067,W1,34002.551861150176
58247.74704708,17.188,0.225,W2,46520.081762929745
58247.8124988,17.288,0.084,W1,34002.551861150176
58247.8124988,17.154,0.135,W2,46520.081762929745
58247.87795051,17.149,0.07,W1,34002.551861150176
58247.87795051,16.869,0.102,W2,46520.081762929745
58247.94340221,17.108,0.065,W1,34002.551861150176
58247.94340221,17.151,0.183,W2,46520.081762929745
58248.00885388,17.206,0.07,W1,34002.551861150176
58248.00885388,17.208,0.127,W2,46520.081762929745
58248.07430559,17.119,0.074,W1,34002.551861150176
58248.07430559,17.178,0.124,W2,46520.081762929745
58248.13924794,16.96,0.06,W1,34002.551861150176
58248.13924794,17.001,0.147,W2,46520.081762929745
58248.2031366,18.923088763488504,0.10201745262937865,g,4718.872246248685
58248.2040741,18.854727395492784,0.09924206585763137,g,4718.872246248685
58248.20457229,17.17,0.082,W1,34002.551861150176
58248.20457229,16.991,0.099,W2,46520.081762929745
58248.20469961,17.228,0.074,W1,34002.551861150176
58248.20469961,17.201,0.13,W2,46520.081762929745
58248.2376505,18.285636837287257,0.0900437476066606,r,6185.194476741525
58248.2385764,18.265658523931965,0.08818981408327861,r,6185.194476741525
58248.33598493,17.147,0.066,W1,34002.551861150176
58248.33598493,17.024,0.118,W2,46520.081762929745
58248.4663789,17.194,0.068,W1,34002.551861150176
58248.4663789,17.055,0.118,W2,46520.081762929745
58249.2079514,18.86079501994163,0.1255232939772419,g,4718.872246248685
58249.2358449,18.327858231366946,0.10074563181957615,r,6185.194476741525
58250.1953819,18.99313692360737,0.09603878961496551,g,4718.872246248685
58251.382163,18.59,0.064,c,5408.663570891947
58251.39317,18.774,0.083,c,5408.663570891947
58251.404272,18.563,0.078,c,5408.663570891947
58251.455354,18.764,0.106,c,5408.663570891947
58251.470765,18.656,0.101,c,5408.663570891947
58251.484522,18.91,0.129,c,5408.663570891947
58251.495209,18.748,0.113,c,5408.663570891947
58252.396472,18.648,0.081,c,5408.663570891947
58252.412718,18.819,0.083,c,5408.663570891947
58252.424971,18.638,0.089,c,5408.663570891947
58252.443588,18.727,0.089,c,5408.663570891947
58253.359762,17.978,0.075,o,6866.2638386279095
58253.370806,18.13,0.129,o,6866.2638386279095
58253.382506,18.225,0.148,o,6866.2638386279095
58253.393534,18.039,0.08,o,6866.2638386279095
58254.1937269,18.297911837193,0.0839411562915506,r,6185.194476741525
58254.1973843,18.246575129790486,0.0869233186838826,r,6185.194476741525
58254.378923,18.111,0.075,o,6866.2638386279095
58254.389679,17.997,0.071,o,6866.2638386279095
58254.405744,18.017,0.072,o,6866.2638386279095
58254.408364,18.046,0.068,o,6866.2638386279095
58255.1990509,18.89500325537477,0.1031616751535811,g,4718.872246248685
58255.2416204,18.283244363175243,0.0957352691137694,r,6185.194476741525
58255.371148,18.784,0.078,c,5408.663570891947
58255.382142,18.845,0.1,c,5408.663570891947
58255.393362,18.698,0.09,c,5408.663570891947
58255.404457,18.759,0.124,c,5408.663570891947
58256.2462269,18.28702714568893,0.09198788725158182,r,6185.194476741525
58256.2789583,18.27353673217949,0.08694700887769435,r,6185.194476741525
58257.1826042,17.60545897882297,0.08982039010842796,i,7499.704174464691
58257.2138426,18.28362700154391,0.08928047022451839,r,6185.194476741525
58257.2147685,18.31370398598159,0.09913150274567638,r,6185.194476741525
58257.335451,17.965,0.062,o,6866.2638386279095
58257.346302,17.893,0.066,o,6866.2638386279095
58257.357168,18.176,0.07,o,6866.2638386279095
58257.368334,17.955,0.059,o,6866.2638386279095
58258.1704861,18.884150292218493,0.13326631579450499,g,4718.872246248685
58258.2053241,18.20704278450578,0.09425538194531456,r,6185.194476741525
58258.364898,17.901,0.06,o,6866.2638386279095
58258.375514,17.999,0.076,o,6866.2638386279095
58258.388054,17.994,0.074,o,6866.2638386279095
58258.401725,18.099,0.078,o,6866.2638386279095
58259.348365,18.771,0.133,c,5408.663570891947
58259.359435,18.741,0.141,c,5408.663570891947
58259.371044,18.386,0.094,c,5408.663570891947
58260.1697106,18.304272776919188,0.14386514623996385,r,6185.194476741525
58260.1862616,18.34623665526413,0.1435071623780894,r,6185.194476741525
58260.36218,18.28,0.528,o,6866.2638386279095
58260.375939,17.286,0.371,o,6866.2638386279095
58260.388292,18.034,0.124,o,6866.2638386279095
58260.400824,18.059,0.097,o,6866.2638386279095
58261.2587847,17.53896842688703,0.1458258504621187,i,7499.704174464691
58261.31888,17.786,0.102,o,6866.2638386279095
58261.328964,18.16,0.125,o,6866.2638386279095
58261.339955,17.867,0.094,o,6866.2638386279095
58261.351985,17.963,0.116,o,6866.2638386279095
58262.1966782,18.263853791554673,0.11904210453764835,r,6185.194476741525
58262.2134375,19.01546777806844,0.22091229118718772,g,4718.872246248685
58262.2470718,18.18761125183351,0.12346332539600584,r,6185.194476741525
58263.2257407,18.241227611947444,0.09798877931694575,r,6185.194476741525
58263.249838,18.862881970020837,0.17293728748585455,g,4718.872246248685
58263.347057,18.129,0.1,o,6866.2638386279095
58263.356826,18.105,0.093,o,6866.2638386279095
58263.368339,18.199,0.125,o,6866.2638386279095
58263.378994,18.085,0.092,o,6866.2638386279095
58265.366825,17.938,0.154,o,6866.2638386279095
58265.377043,17.947,0.171,o,6866.2638386279095
58266.2164236,17.605430231807617,0.1351366141221714,i,7499.704174464691
58266.2345949,18.3307009486712,0.18801254000426856,r,6185.194476741525
58266.2355324,18.21625277985636,0.17475633702012836,r,6185.194476741525
58267.1832523,18.771815398555084,0.29831071058092296,g,4718.872246248685
58267.2883333,18.213198518691435,0.21340106262919029,r,6185.194476741525
58268.1698148,18.88938290609139,0.2829208665203364,g,4718.872246248685
58269.1817477,18.273281584370892,0.11476333335433381,r,6185.194476741525
58269.1826736,18.318275549714986,0.11383596152271057,r,6185.194476741525
58269.234375,18.99406435446759,0.3026821738986366,g,4718.872246248685
58269.2448148,19.32564202660673,0.449177807312945,g,4718.872246248685
58269.347853,17.955,0.113,o,6866.2638386279095
58269.355923,17.984,0.12,o,6866.2638386279095
58269.363248,18.113,0.143,o,6866.2638386279095
58269.371301,17.714,0.099,o,6866.2638386279095
58271.185544,18.23682126073384,0.09648997238029416,r,6185.194476741525
58271.339177,18.149,0.077,o,6866.2638386279095
58271.348264,18.012,0.078,o,6866.2638386279095
58271.358486,18.053,0.078,o,6866.2638386279095
58271.368984,18.159,0.097,o,6866.2638386279095
58272.1815972,18.30010327679786,0.10700030578845543,r,6185.194476741525
58272.1825347,18.230380292245965,0.09484473236323687,r,6185.194476741525
58272.1920602,19.02733893133184,0.12894557949673358,g,4718.872246248685
58272.2072454,18.977349765182225,0.12719434370179009,g,4718.872246248685
58273.330238,17.92,0.054,o,6866.2638386279095
58273.337253,18.05,0.066,o,6866.2638386279095
58273.346272,18.004,0.063,o,6866.2638386279095
58273.354991,17.968,0.069,o,6866.2638386279095
58274.2212963,18.92606132721196,0.10914179887094953,g,4718.872246248685
58275.326689,17.971,0.06,o,6866.2638386279095
58275.334429,18.276,0.064,o,6866.2638386279095
58275.342458,18.085,0.058,o,6866.2638386279095
58275.35183,18.021,0.057,o,6866.2638386279095
58276.2181481,19.079862456588227,0.13418033466685397,g,4718.872246248685
58276.2190856,19.09765019984672,0.13872423207143192,g,4718.872246248685
58277.2212384,19.01956900250072,0.14942984516603758,g,4718.872246248685
58277.236088,18.284114884715777,0.11351166070665179,r,6185.194476741525
58278.1954167,18.95033576948707,0.12839583479349684,g,4718.872246248685
58278.2385995,18.273456941442298,0.11334253796348748,r,6185.194476741525
58279.1729398,18.255701088885672,0.10056285292927,r,6185.194476741525
58279.1860995,18.18590717820817,0.09083566826067026,r,6185.194476741525
58279.2047569,19.03137335621291,0.1324057429259357,g,4718.872246248685
58279.2056944,18.968025482759842,0.1266689164757239,g,4718.872246248685
58279.342808,18.804,0.127,c,5408.663570891947
58279.354126,18.624,0.108,c,5408.663570891947
58279.365478,18.922,0.137,c,5408.663570891947
58279.376632,18.607,0.1,c,5408.663570891947
58280.1988889,18.19445375837412,0.09322752171643318,r,6185.194476741525
58280.2158218,18.906191016976912,0.11860080837783023,g,4718.872246248685
58281.1963079,18.233514068435554,0.10535357467583574,r,6185.194476741525
58281.2380556,18.911214765979217,0.13252610264369583,g,4718.872246248685
58281.314252,18.031,0.066,o,6866.2638386279095
58281.322001,17.895,0.057,o,6866.2638386279095
58281.328867,17.915,0.066,o,6866.2638386279095
58281.336239,17.976,0.069,o,6866.2638386279095
58283.1977431,18.205043289132988,0.09749278223905897,r,6185.194476741525
58283.2019444,18.176519673315752,0.09830907486259653,r,6185.194476741525
58283.2392361,19.00011113868264,0.14687183789794417,g,4718.872246248685
58283.2401505,19.02709335124932,0.15128458052626387,g,4718.872246248685
58284.2025926,18.229895577097714,0.11118348381707684,r,6185.194476741525
58284.2161111,18.873617622110345,0.13945409489244362,g,4718.872246248685
58285.30829,17.869,0.055,o,6866.2638386279095
58285.315381,17.98,0.06,o,6866.2638386279095
58285.323111,18.106,0.067,o,6866.2638386279095
58285.330363,17.933,0.064,o,6866.2638386279095
58286.2186574,18.927528987517313,0.11490085661936536,g,4718.872246248685
58287.299594,18.656,0.147,c,5408.663570891947
58287.310509,18.641,0.149,c,5408.663570891947
58287.321072,18.628,0.126,c,5408.663570891947
58287.331802,18.894,0.129,c,5408.663570891947
58289.1777662,18.796657817575426,0.2282279117255725,g,4718.872246248685
58289.2195833,18.12214672732331,0.1321477159758214,r,6185.194476741525
58289.297151,17.877,0.086,o,6866.2638386279095
58289.306396,17.98,0.082,o,6866.2638386279095
58289.314852,18.066,0.083,o,6866.2638386279095
58289.322253,17.982,0.079,o,6866.2638386279095
58291.308865,17.975,0.085,o,6866.2638386279095
58291.317176,17.956,0.081,o,6866.2638386279095
58291.324982,17.892,0.075,o,6866.2638386279095
58291.332226,18.067,0.097,o,6866.2638386279095
58292.1958102,18.793137399885882,0.23534991248511947,g,4718.872246248685
58292.2380324,18.478380454934722,0.19882065153739312,r,6185.194476741525
58293.307709,17.968,0.119,o,6866.2638386279095
58293.316319,17.916,0.113,o,6866.2638386279095
58293.323959,18.186,0.155,o,6866.2638386279095
58293.330515,17.863,0.108,o,6866.2638386279095
58295.1781134,18.9777427018316,0.3453734165093362,g,4718.872246248685
58295.2361806,18.405751457347534,0.21357188737777033,r,6185.194476741525
58295.310141,17.872,0.097,o,6866.2638386279095
58295.318739,17.892,0.088,o,6866.2638386279095
58295.32645,18.086,0.116,o,6866.2638386279095
58295.33423,18.207,0.127,o,6866.2638386279095
58296.252582,18.104,0.186,o,6866.2638386279095
58296.253497,18.082,0.189,o,6866.2638386279095
58296.254412,18.02,0.161,o,6866.2638386279095
58296.263725,17.908,0.099,o,6866.2638386279095
58297.274901,17.738,0.17,o,6866.2638386279095
58297.284582,18.2,0.335,o,6866.2638386279095
58297.294453,17.941,0.242,o,6866.2638386279095
58297.304179,18.094,0.385,o,6866.2638386279095
58298.1796759,19.042916460876857,0.3722550999978262,g,4718.872246248685
58298.2571296,18.221569569858524,0.24787177699254162,r,6185.194476741525
58299.35332,17.942,0.13,o,6866.2638386279095
58303.320404,18.118,0.063,o,6866.2638386279095
58303.328083,17.951,0.049,o,6866.2638386279095
58303.335651,17.901,0.062,o,6866.2638386279095
58303.343305,17.975,0.072,o,6866.2638386279095
58307.1780903,18.27763670366008,0.1582213605841377,r,6185.194476741525
58307.2241898,19.028233681410004,0.2861810489125299,g,4718.872246248685
58307.295787,18.681,0.111,c,5408.663570891947
58307.306284,18.493,0.093,c,5408.663570891947
58307.31722,18.644,0.121,c,5408.663570891947
58307.327857,18.794,0.109,c,5408.663570891947
58311.286349,18.514,0.167,c,5408.663570891947
58311.297387,18.685,0.113,c,5408.663570891947
58311.307815,18.595,0.104,c,5408.663570891947
58311.318764,18.742,0.131,c,5408.663570891947
58315.268509,18.644,0.13,c,5408.663570891947
58315.279243,18.394,0.108,c,5408.663570891947
58315.290289,18.428,0.126,c,5408.663570891947
58315.30082,18.556,0.129,c,5408.663570891947
58331.24923,19.085,0.809,c,5408.663570891947
58331.256047,19.048,0.487,c,5408.663570891947
58331.265556,18.643,0.897,c,5408.663570891947
58422.4857176,19.25761821602899,0.4409861994874076,g,4718.872246248685
58422.5401273,18.32255609840184,0.15090317407949022,r,6185.194476741525
58423.4947338,19.02016647479263,0.2759659104954846,g,4718.872246248685
58423.4956481,18.906294356187544,0.25423033972631337,g,4718.872246248685
58423.5312269,18.281253037070663,0.13790001720996167,r,6185.194476741525
58423.5404861,18.250372565493684,0.13707962542112215,r,6185.194476741525
58425.4774074,18.22810415003082,0.1280654604077044,r,6185.194476741525
58425.5261227,19.01029428498849,0.17246341044643745,g,4718.872246248685
58426.492662,18.836909515539528,0.13413003787331684,g,4718.872246248685
58426.4935764,18.9147244573146,0.14311088948831546,g,4718.872246248685
58426.5355903,18.212703878992023,0.10393604829626538,r,6185.194476741525
58426.5365046,18.223379306670807,0.10612295944425088,r,6185.194476741525
58427.492963,18.219744043028896,0.11339643835854087,r,6185.194476741525
58427.5290509,18.887601591892007,0.11462302119709213,g,4718.872246248685
58429.4885532,18.795250863667853,0.10456648429985985,g,4718.872246248685
58429.4894676,19.022704203379956,0.1267527381189648,g,4718.872246248685
58429.5253819,18.25718517109246,0.09924786416836863,r,6185.194476741525
58429.535787,18.201945765972983,0.09163940750594131,r,6185.194476741525
58430.4844792,18.236094479264867,0.1098547127030333,r,6185.194476741525
58430.5261458,19.008834208028137,0.1047161766814926,g,4718.872246248685
58431.5488657,18.302311440628348,0.14088964309917731,r,6185.194476741525
58432.4844907,18.959001225734237,0.14275049038080997,g,4718.872246248685
58432.4906019,18.90903218693977,0.13311121613663363,g,4718.872246248685
58432.5436921,18.228511787721278,0.10932690148159012,r,6185.194476741525
58432.5529514,18.10396696209724,0.14549501776459314,r,6185.194476741525
58434.4859491,18.212362520409293,0.1302377646312993,r,6185.194476741525
58434.5250694,18.980961769847756,0.1306584158983656,g,4718.872246248685
58435.5268171,18.16865667094543,0.11697090687372409,r,6185.194476741525
58437.5095949,18.854814811341193,0.11446968193927168,g,4718.872246248685
58438.4948611,18.906422302436162,0.11910468019593702,g,4718.872246248685
58438.5243519,18.274707094717105,0.09973661121881086,r,6185.194476741525
58439.5011111,19.172202003839764,0.17856328142708514,g,4718.872246248685
58439.516875,18.892669969645276,0.11452857835940342,g,4718.872246248685
58439.5545023,18.13365291282983,0.11858335459533367,r,6185.194476741525
58440.4717014,18.894976214770832,0.17918332174188134,g,4718.872246248685
58440.4726157,18.966081856727634,0.15126904996751075,g,4718.872246248685
58440.5246528,18.243623030731385,0.09959346609591456,r,6185.194476741525
58440.5255787,18.30622725579873,0.10484621180789519,r,6185.194476741525
58441.513206,18.97146355748366,0.14116647751250277,g,4718.872246248685
58441.5586921,17.98610365644218,0.24151051218275055,r,6185.194476741525
58442.4157176,18.375783994037405,0.5894642591699901,r,6185.194476741525
58443.4527662,18.263467034287483,0.18562048272331905,r,6185.194476741525
58443.4536921,18.117590799599057,0.16304524190198166,r,6185.194476741525
58447.4835764,18.168011816430138,0.14564582683869168,r,6185.194476741525
58447.488206,18.413309763197567,0.179725887561053,r,6185.194476741525
58448.4724421,18.269103080849913,0.1598579645096447,r,6185.194476741525
58448.4729051,18.244685622878063,0.15639078305365348,r,6185.194476741525
58448.503044,18.20546515334807,0.1413070865215942,r,6185.194476741525
58448.5467824,18.219885100824005,0.1363047467806172,r,6185.194476741525
58449.4541782,18.22815907699863,0.4274232739109801,r,6185.194476741525
58449.5275694,18.219333792717492,0.13630797510515733,r,6185.194476741525
58450.5042245,18.833560474779116,0.20804812741567233,g,4718.872246248685
58450.5051505,18.750995969504253,0.19390775203133478,g,4718.872246248685
