mjd,mag,magerr,filter,wavelength
57852.378838,16.615,4.296,o,6866.2638386279095
57852.389506,18.565,0.526,o,6866.2638386279095
57852.392073,19.132,1.679,o,6866.2638386279095
57852.402842,17.474,0.212,o,6866.2638386279095
57852.418514,17.754,0.325,o,6866.2638386279095
57852.429487,17.967,0.336,o,6866.2638386279095
57853.14207,20.274,0.346,UVW1,2614.2215023801036
57853.14274,20.022,0.509,U,3475.494840948251
57853.14311,19.005,0.516,B,4359.055793164423
57853.14413,20.837,0.329,UVW2,2079.0336312991835
57853.14512,18.551,0.825,V,5430.085589890766
57853.14652,21.557,0.52,UVM2,2255.0778119792767
57853.373944,18.23,1.182,o,6866.2638386279095
57853.385166,18.37,2.828,o,6866.2638386279095
57853.403396,16.595,0.573,o,6866.2638386279095
57853.408596,17.367,0.267,o,6866.2638386279095
57853.430856,18.19,0.31,o,6866.2638386279095
57854.4322681761,17.537728889139913,0.07385786661963013,i,7499.704174464691
57854.4322681761,17.51088039056294,0.06040124763658741,i,7499.704174464691
57854.4322681761,17.51420920192571,0.061236517817024806,i,7499.704174464691
57854.4322681761,17.537994439354026,0.07745591420228763,i,7499.704174464691
57854.4436333404,17.514406929489525,0.08926089257185915,i,7499.704174464691
57854.4436333404,17.513133834089295,0.08979717965292922,i,7499.704174464691
57854.4436333404,17.48814025912775,0.07247948226198753,i,7499.704174464691
57854.4436333404,17.491570066231347,0.07081934307700873,i,7499.704174464691
57854.4550516102,17.51620293143081,0.08243137741391098,i,7499.704174464691
57854.4550516102,17.489335249901963,0.05880871428296312,i,7499.704174464691
57854.4550516102,17.50964401627376,0.0796206752871612,i,7499.704174464691
57854.4550516102,17.49247686646353,0.07028064884950484,i,7499.704174464691
57855.308461,18.79940776846026,0.12843937958817542,g,4718.872246248685
57855.312303,18.182680814528258,0.08016334041992612,r,6185.194476741525
57855.316042,17.45691490340791,0.07318128047603403,i,7499.704174464691
57855.372847,17.925,0.244,o,6866.2638386279095
57855.384445,18.046,0.227,o,6866.2638386279095
57855.400445,18.008,1.626,o,6866.2638386279095
57855.411888,17.921,0.214,o,6866.2638386279095
57855.414029,17.818,0.211,o,6866.2638386279095
57855.421644,17.706,0.175,o,6866.2638386279095
57856.369963,17.411,0.121,o,6866.2638386279095
57856.379163,17.723,0.146,o,6866.2638386279095
57856.393159,17.727,0.159,o,6866.2638386279095
57856.403202,17.717,0.156,o,6866.2638386279095
57856.404162,18.14,0.231,o,6866.2638386279095
57856.41541,18.169,0.258,o,6866.2638386279095
57856.42529,17.95,0.196,o,6866.2638386279095
57856.434787,17.845,0.182,o,6866.2638386279095
57859.360577,17.735,0.107,o,6866.2638386279095
57859.389159,18.106,0.168,o,6866.2638386279095
57859.403335,18.06,0.166,o,6866.2638386279095
57859.41909,19.674,0.255,U,3475.494840948251
57859.41958,19.406,0.398,B,4359.055793164423
57859.42237,18.679,0.348,V,5430.085589890766
57859.45163,20.316,0.253,UVW1,2614.2215023801036
57859.45534,20.966,0.254,UVW2,2079.0336312991835
57859.4599,20.67,0.205,UVM2,2255.0778119792767
57860.384331,17.675,0.107,o,6866.2638386279095
57860.398452,17.878,0.116,o,6866.2638386279095
57860.41871,16.678,0.045,o,6866.2638386279095
57862.309676,18.768328397046275,0.03735992320312049,g,4718.872246248685
57862.313484,18.166306011756355,0.05869156788975477,r,6185.194476741525
57862.317234,17.507631310302965,0.07040261834626872,i,7499.704174464691
57863.486447,17.796,0.122,o,6866.2638386279095
57863.494907,18.212,0.225,o,6866.2638386279095
57863.500912,17.814,0.12,o,6866.2638386279095
57863.508865,17.679,0.14,o,6866.2638386279095
57863.514407,17.732,0.122,o,6866.2638386279095
57863.522315,17.81,0.172,o,6866.2638386279095
57864.485511,17.876,0.125,o,6866.2638386279095
57864.493968,17.85,0.143,o,6866.2638386279095
57864.499974,17.847,0.137,o,6866.2638386279095
57864.507931,17.761,0.151,o,6866.2638386279095
57864.513485,18.101,0.158,o,6866.2638386279095
57864.522074,17.749,0.163,o,6866.2638386279095
57864.5361,20.303,0.175,UVW1,2614.2215023801036
57864.53726,19.59,0.202,U,3475.494840948251
57864.53789,18.994,0.231,B,4359.055793164423
57864.53983,20.639,0.155,UVW2,2079.0336312991835
57864.5415,18.393,0.295,V,5430.085589890766
57864.54432,20.787,0.158,UVM2,2255.0778119792767
57867.485206,17.617,0.383,o,6866.2638386279095
57867.498592,17.74,0.274,o,6866.2638386279095
57867.512108,17.242,0.402,o,6866.2638386279095
57868.481637,17.902,0.145,o,6866.2638386279095
57868.495585,17.932,0.158,o,6866.2638386279095
57868.509276,17.697,0.145,o,6866.2638386279095
57869.470348,18.365,0.071,c,5408.663570891947
57869.499415,18.484,0.094,c,5408.663570891947
57869.514247,18.732,0.122,c,5408.663570891947
57869.529071,18.458,0.113,c,5408.663570891947
57871.24542,20.257,0.181,UVW1,2614.2215023801036
57871.24624,19.727,0.247,U,3475.494840948251
57871.24667,19.155,0.287,B,4359.055793164423
57871.24786,20.687,0.169,UVW2,2079.0336312991835
57871.24908,18.931,0.39,V,5430.085589890766
57871.25077,20.654,0.159,UVM2,2255.0778119792767
57871.364421,18.8003370768302,0.049747032356787346,g,4718.872246248685
57871.364421,18.796072362134716,0.04932350056080886,g,4718.872246248685
57871.368264,18.209896428560135,0.05632317875712408,r,6185.194476741525
57871.368264,18.209896428560135,0.05632317875712408,r,6185.194476741525
57871.372002,17.576797180438216,0.062236659544251074,i,7499.704174464691
57871.372002,17.576797180438216,0.062236659544251074,i,7499.704174464691
57873.249468,18.845732282011554,0.07294841145028921,g,4718.872246248685
57873.9,18.27051518428938,0.016381175337610916,r,6185.194476741525
57873.9,17.55649259928099,0.030772460323831755,i,7499.704174464691
57873.91,18.788815892963257,0.00887655775404449,g,4718.872246248685
57873.91,17.57477446975177,0.04467069819151288,z,8961.488333992429
57874.949746527775,17.274900288037177,0.021289775897940885,J,12457.786749135837
57874.96691782407,17.04071750813765,0.009681857496105154,H,16285.346694916348
57874.984369212965,16.744901195325784,0.008898576092627218,K,21978.6970854364
57877.158021,18.75083129636155,0.07607940958363874,g,4718.872246248685
57877.161829,18.192237301173108,0.07995257837132172,r,6185.194476741525
57877.165556,17.531600480922247,0.07916745457111571,i,7499.704174464691
57878.25216,20.479,0.214,UVW1,2614.2215023801036
57878.25296,19.451,0.22,U,3475.494840948251
57878.25354,19.09,0.294,B,4359.055793164423
57878.25576,20.728,0.171,UVW2,2079.0336312991835
57878.25681,18.67,0.305,V,5430.085589890766
57878.26048,20.614,0.144,UVM2,2255.0778119792767
57880.299931,17.905,0.101,o,6866.2638386279095
57880.314346,17.937,0.111,o,6866.2638386279095
57880.328957,17.939,0.107,o,6866.2638386279095
57880.343679,18.142,0.131,o,6866.2638386279095
57881.336652,17.682,0.107,o,6866.2638386279095
57881.347156,17.851,0.133,o,6866.2638386279095
57881.348197,18.17,0.206,o,6866.2638386279095
57881.366334,18.188,0.717,o,6866.2638386279095
57885.325446,17.827,0.081,o,6866.2638386279095
57885.345111,17.822,0.078,o,6866.2638386279095
57885.36549,17.936,0.078,o,6866.2638386279095
57886.92976793,16.909,0.056,W1,34002.551861150176
57886.92976793,17.05,0.13,W2,46520.081762929745
57887.06067134,16.764,0.077,W1,34002.551861150176
57887.06067134,16.931,0.115,W2,46520.081762929745
57887.19157468,16.923000000000002,0.06,W1,34002.551861150176
57887.19157468,16.733999999999998,0.095,W2,46520.081762929745
57887.19170199,16.972,0.064,W1,34002.551861150176
57887.19170199,16.767,0.091,W2,46520.081762929745
57887.283718,17.757,0.048,o,6866.2638386279095
57887.300526,17.842,0.05,o,6866.2638386279095
57887.320745,17.876,0.068,o,6866.2638386279095
57887.32260536,16.969,0.063,W1,34002.551861150176
57887.32260536,17.136,0.174,W2,46520.081762929745
57887.335578,17.809,0.074,o,6866.2638386279095
57887.38805701,16.881999999999998,0.078,W1,34002.551861150176
57887.38805701,16.951999999999998,0.103,W2,46520.081762929745
57887.45350868,16.887,0.067,W1,34002.551861150176
57887.45350868,16.861,0.111,W2,46520.081762929745
57887.51896039,16.773,0.063,W1,34002.551861150176
57887.51896039,16.835,0.093,W2,46520.081762929745
57887.58441205,17.119999999999997,0.072,W1,34002.551861150176
57887.58441205,17.023,0.102,W2,46520.081762929745
57887.58453941,16.918,0.068,W1,34002.551861150176
57887.58453941,16.988,0.114,W2,46520.081762929745
57887.64999103,16.884999999999998,0.055,W1,34002.551861150176
57887.64999103,16.948,0.112,W2,46520.081762929745
57887.78089444,16.845,0.054,W1,34002.551861150176
57887.78089444,16.883,0.129,W2,46520.081762929745
57887.91179782,16.907,0.058,W1,34002.551861150176
57887.91179782,16.884999999999998,0.093,W2,46520.081762929745
57888.0428286,16.95,0.059,W1,34002.551861150176
57888.0428286,16.979,0.103,W2,46520.081762929745
57889.3136,18.186837313265613,0.07616272192066065,r,6185.194476741525
57889.317361,17.552423065095418,0.06340572586580333,i,7499.704174464691
57889.345013,17.778,0.068,o,6866.2638386279095
57889.355045,17.684,0.063,o,6866.2638386279095
57889.374291,17.765,0.073,o,6866.2638386279095
57889.378871,17.726,0.066,o,6866.2638386279095
57891.178669,18.789851444354106,0.04249891243213187,g,4718.872246248685
57891.1825,18.219642828692916,0.0641305039302961,r,6185.194476741525
57891.186238,17.550468247657918,0.0672654171367405,i,7499.704174464691
57891.29449,17.837,0.06,o,6866.2638386279095
57891.296906,17.905,0.065,o,6866.2638386279095
57891.311909,17.885,0.052,o,6866.2638386279095
57893.332901,18.414,0.068,c,5408.663570891947
57893.34757,18.3,0.065,c,5408.663570891947
57893.367544,18.667,0.082,c,5408.663570891947
57893.370675,18.402,0.069,c,5408.663570891947
57893.388455,18.547,0.095,c,5408.663570891947
57896.239877,17.839,0.09,o,6866.2638386279095
57896.24946,18.033,0.074,o,6866.2638386279095
57896.261277,18.007,0.132,o,6866.2638386279095
57896.275863,17.847,0.066,o,6866.2638386279095
57899.240963,17.902,0.098,o,6866.2638386279095
57899.254288,17.867,0.059,o,6866.2638386279095
57899.268076,17.931,0.061,o,6866.2638386279095
57899.28318,17.86,0.064,o,6866.2638386279095
57900.25271,17.837,0.065,o,6866.2638386279095
57900.261546,17.958,0.067,o,6866.2638386279095
57900.279311,17.727,0.054,o,6866.2638386279095
57901.331115,18.494,0.078,c,5408.663570891947
57901.335174,18.589,0.072,c,5408.663570891947
57901.351574,18.57,0.09,c,5408.663570891947
57901.354111,18.457,0.078,c,5408.663570891947
57901.355633,18.622,0.074,c,5408.663570891947
57901.368642,18.562,0.069,c,5408.663570891947
57901.375233,18.456,0.08,c,5408.663570891947
57903.241361,17.78,0.231,o,6866.2638386279095
57903.255265,17.767,0.064,o,6866.2638386279095
57903.282191,17.95,0.071,o,6866.2638386279095
57907.262352,17.938,0.082,o,6866.2638386279095
57907.27901,17.832,0.074,o,6866.2638386279095
57910.182731,17.478566910352846,0.07089986471858051,i,7499.704174464691
57913.282902,17.93,0.617,o,6866.2638386279095
57913.301741,17.646,0.157,o,6866.2638386279095
57913.318454,17.924,0.094,o,6866.2638386279095
57913.335417,18.097,0.134,o,6866.2638386279095
57913.350381,17.883,0.128,o,6866.2638386279095
57917.310495,17.876,0.058,o,6866.2638386279095
57917.323107,17.884,0.056,o,6866.2638386279095
57920.301065,17.052,1.6,o,6866.2638386279095
57920.309461,17.874,0.086,o,6866.2638386279095
57924.284496,17.906,0.06,o,6866.2638386279095
57924.293067,17.878,0.056,o,6866.2638386279095
57924.301643,17.818,0.048,o,6866.2638386279095
57924.310224,17.903,0.061,o,6866.2638386279095
57926.291713,17.936,0.056,o,6866.2638386279095
57926.300098,17.938,0.047,o,6866.2638386279095
57926.308682,17.817,0.059,o,6866.2638386279095
57926.317242,17.933,0.058,o,6866.2638386279095
57928.296179,17.896,0.065,o,6866.2638386279095
57928.304638,17.878,0.053,o,6866.2638386279095
57928.313105,17.85,0.055,o,6866.2638386279095
57928.321561,17.798,0.05,o,6866.2638386279095
57932.29888,17.919,0.066,o,6866.2638386279095
57932.307548,17.804,0.052,o,6866.2638386279095
57932.30912,17.948,0.069,o,6866.2638386279095
57932.31616,17.856,0.065,o,6866.2638386279095
57932.317756,17.925,0.065,o,6866.2638386279095
57932.324835,17.819,0.064,o,6866.2638386279095
57932.326313,17.914,0.077,o,6866.2638386279095
57932.334404,17.902,0.073,o,6866.2638386279095
57936.302284,17.904,0.076,o,6866.2638386279095
57936.31072,17.937,0.089,o,6866.2638386279095
57936.314338,17.821,0.072,o,6866.2638386279095
57936.319264,18.035,0.106,o,6866.2638386279095
57936.32235,18.033,0.107,o,6866.2638386279095
57936.326842,17.915,0.095,o,6866.2638386279095
57936.329859,17.832,0.096,o,6866.2638386279095
57940.300255,17.936,0.098,o,6866.2638386279095
57940.308913,17.965,0.105,o,6866.2638386279095
57940.317409,17.823,0.095,o,6866.2638386279095
57940.325389,18.037,0.119,o,6866.2638386279095
57942.303337,17.728,0.172,o,6866.2638386279095
57942.311876,17.635,0.171,o,6866.2638386279095
57942.317461,18.105,0.248,o,6866.2638386279095
57942.32041,17.413,0.18,o,6866.2638386279095
57942.326032,17.85,0.245,o,6866.2638386279095
57942.328555,17.342,0.227,o,6866.2638386279095
57942.334485,17.225,0.456,o,6866.2638386279095
57942.34294,18.195,0.415,o,6866.2638386279095
57942.45743,20.474,0.208,UVW1,2614.2215023801036
57942.45867,19.705,0.343,U,3475.494840948251
57942.45932,18.975,0.345,B,4359.055793164423
57942.46122,20.951,0.183,UVW2,2079.0336312991835
57942.46305,18.27,0.357,V,5430.085589890766
57942.46578,20.739,0.153,UVM2,2255.0778119792767
57944.302069,18.194,0.399,o,6866.2638386279095
57944.310718,17.454,0.358,o,6866.2638386279095
57944.319285,18.441,0.341,o,6866.2638386279095
57946.320369,18.179,0.152,o,6866.2638386279095
57946.328682,18.058,0.157,o,6866.2638386279095
57949.50849,20.611,0.231,UVW1,2614.2215023801036
57949.50982,19.641,0.303,U,3475.494840948251
57949.51047,19.054,0.369,B,4359.055793164423
57949.51209,21.081,0.205,UVW2,2079.0336312991835
57949.51411,18.716,0.409,V,5430.085589890766
57949.51642,20.785,0.213,UVM2,2255.0778119792767
57955.58688,20.438,0.214,UVW1,2614.2215023801036
57955.58766,19.733,0.364,U,3475.494840948251
57955.58815,19.362,0.578,B,4359.055793164423
57955.58983,20.77,0.174,UVW2,2079.0336312991835
57955.59089,18.683,0.429,V,5430.085589890766
57955.59346,21.042,0.185,UVM2,2255.0778119792767
58059.652491,17.054,0.343,o,6866.2638386279095
58063.6343,17.83,0.085,o,6866.2638386279095
58063.642989,17.85,0.092,o,6866.2638386279095
58063.652363,18.322,0.313,o,6866.2638386279095
58065.62162,18.042,0.144,o,6866.2638386279095
58065.630367,17.789,0.105,o,6866.2638386279095
58065.639225,18.021,0.104,o,6866.2638386279095
58065.649607,18.337,0.309,o,6866.2638386279095
58067.654687,17.942,0.528,o,6866.2638386279095
58089.05231314,17.012999999999998,0.062,W1,34002.551861150176
58089.05231314,17.215,0.166,W2,46520.081762929745
58089.18334392,17.116,0.067,W1,34002.551861150176
58089.18334392,17.19,0.138,W2,46520.081762929745
58089.3142474,17.151,0.074,W1,34002.551861150176
58089.3142474,17.041,0.12,W2,46520.081762929745
58089.44515091,17.104,0.064,W1,34002.551861150176
58089.44515091,16.985,0.134,W2,46520.081762929745
58089.5106026,17.025,0.062,W1,34002.551861150176
58089.5106026,17.216,0.141,W2,46520.081762929745
58089.57605439,16.965,0.074,W1,34002.551861150176
58089.57605439,16.919999999999998,0.136,W2,46520.081762929745
58089.64150612,17.055,0.062,W1,34002.551861150176
58089.64150612,17.075,0.205,W2,46520.081762929745
58089.70695791,17.194,0.07,W1,34002.551861150176
58089.70695791,17.038,0.159,W2,46520.081762929745
58089.77240963,17.101,0.065,W1,34002.551861150176
58089.77240963,16.868,0.107,W2,46520.081762929745
58089.90331315,17.098,0.076,W1,34002.551861150176
58089.90331315,17.269,0.168,W2,46520.081762929745
58090.03421662,17.182000000000002,0.077,W1,34002.551861150176
58090.03421662,17.197,0.158,W2,46520.081762929745
58090.03434403,17.029,0.064,W1,34002.551861150176
58090.03434403,17.133,0.125,W2,46520.081762929745
58093.641766,17.871,0.081,o,6866.2638386279095
58093.649905,18.029,0.098,o,6866.2638386279095
58093.659009,18.099,0.123,o,6866.2638386279095
58093.667797,17.976,0.231,o,6866.2638386279095
58094.2,18.222890985958365,0.009236074827857897,r,6185.194476741525
58094.2,18.26104557919847,0.008824923868696346,r,6185.194476741525
58094.2,17.633769497398497,0.025441773506505765,i,7499.704174464691
58094.2,17.671526152067344,0.024493705505984828,i,7499.704174464691
58094.2,17.599928132310332,0.07406796410868918,z,8961.488333992429
58094.2,17.67203789988239,0.051597948045600237,z,8961.488333992429
58094.21,18.92387699975989,0.013096666724423695,g,4718.872246248685
58094.21,18.93575677136166,0.024139274784823354,g,4718.872246248685
58097.16947685,17.049,0.064,W1,34002.551861150176
58097.16947685,17.441,0.221,W2,46520.081762929745
58097.661364,17.897,0.107,o,6866.2638386279095
58099.631338,17.94,0.072,o,6866.2638386279095
58099.642561,18.21,0.176,o,6866.2638386279095
58099.655294,17.591,0.278,o,6866.2638386279095
58099.668425,18.041,0.224,o,6866.2638386279095
58101.621491,17.959,0.068,o,6866.2638386279095
58101.630907,17.953,0.061,o,6866.2638386279095
58101.642053,18.044,0.066,o,6866.2638386279095
58101.653236,17.974,0.06,o,6866.2638386279095
58105.615713,18.05,0.069,o,6866.2638386279095
58105.626083,17.901,0.064,o,6866.2638386279095
58105.637689,17.906,0.053,o,6866.2638386279095
58105.649105,17.98,0.056,o,6866.2638386279095
58109.638097,18.092,0.062,o,6866.2638386279095
58109.648781,18.038,0.062,o,6866.2638386279095
58109.659711,17.974,0.057,o,6866.2638386279095
58109.670683,18.202,0.196,o,6866.2638386279095
58113.605842,18.009,0.059,o,6866.2638386279095
58113.61457,18.002,0.071,o,6866.2638386279095
58113.625008,18.025,0.071,o,6866.2638386279095
58113.635459,18.054,0.069,o,6866.2638386279095
58117.558058,17.945,0.08,o,6866.2638386279095
58117.567532,18.201,0.097,o,6866.2638386279095
58117.575925,17.911,0.072,o,6866.2638386279095
58117.584319,17.932,0.071,o,6866.2638386279095
58119.619341,18.102,0.076,o,6866.2638386279095
58119.630455,18.244,0.092,o,6866.2638386279095
58119.642185,18.2,0.089,o,6866.2638386279095
58119.652865,18.05,0.083,o,6866.2638386279095
58120.545283,18.04,0.099,o,6866.2638386279095
58120.54682,18.025,0.088,o,6866.2638386279095
58120.555308,18.209,0.125,o,6866.2638386279095
58120.564053,17.836,0.074,o,6866.2638386279095
58121.50883,17.835,0.176,o,6866.2638386279095
58121.509289,18.133,0.224,o,6866.2638386279095
58121.519395,18.063,0.184,o,6866.2638386279095
58121.520311,17.834,0.145,o,6866.2638386279095
58127.586243,18.103,0.049,o,6866.2638386279095
58127.601274,17.939,0.043,o,6866.2638386279095
58127.60397,18.039,0.047,o,6866.2638386279095
58127.613349,18.01,0.049,o,6866.2638386279095
58131.646985,18.125,0.059,o,6866.2638386279095
58131.657495,18.162,0.05,o,6866.2638386279095
58131.663818,18.105,0.053,o,6866.2638386279095
58131.677214,18.296,0.097,o,6866.2638386279095
58133.629074,17.889,0.055,o,6866.2638386279095
58133.630945,18.0,0.062,o,6866.2638386279095
58133.646084,18.037,0.064,o,6866.2638386279095
58133.660088,17.921,0.058,o,6866.2638386279095
58135.64439,18.932,0.093,c,5408.663570891947
58135.645504,18.604,0.078,c,5408.663570891947
58135.66308,18.886,0.092,c,5408.663570891947
58135.669178,18.899,0.114,c,5408.663570891947
58137.60146,17.973,0.052,o,6866.2638386279095
58137.621955,17.949,0.052,o,6866.2638386279095
58137.625913,17.88,0.054,o,6866.2638386279095
58137.635819,17.996,0.057,o,6866.2638386279095
58139.659111,18.063,0.04,o,6866.2638386279095
58143.385127,18.890898519163912,0.035799028988843545,g,4718.872246248685
58143.388935,18.24450568638015,0.09521891729302603,r,6185.194476741525
58144.39978,18.26381469239247,0.08458202977398895,r,6185.194476741525
58146.40816,18.91776966770379,0.07327773298812928,g,4718.872246248685
58146.411968,18.276354020355825,0.053397949530310476,r,6185.194476741525
58146.415706,17.67210059922531,0.039777431360301915,i,7499.704174464691
58147.659561,18.122,0.064,o,6866.2638386279095
58147.672663,18.016,0.074,o,6866.2638386279095
58153.608846,18.211,0.112,o,6866.2638386279095
58157.65784,17.962,0.099,o,6866.2638386279095
58157.670774,17.899,0.25,o,6866.2638386279095
58157.673161,17.567,0.23,o,6866.2638386279095
58161.645487,17.966,0.067,o,6866.2638386279095
58161.658694,17.957,0.074,o,6866.2638386279095
58161.671904,17.938,1.436,o,6866.2638386279095
58163.591597,20.708,4.059,c,5408.663570891947
58163.606703,18.518,0.49,c,5408.663570891947
58165.652697,17.957,0.089,o,6866.2638386279095
58165.665012,17.86,0.154,o,6866.2638386279095
58165.667369,17.836,0.217,o,6866.2638386279095
58167.573918,18.787,0.075,c,5408.663570891947
58167.575941,18.654,0.075,c,5408.663570891947
58167.591315,18.785,0.081,c,5408.663570891947
58167.597045,18.829,0.09,c,5408.663570891947
58169.642969,18.041,0.07,o,6866.2638386279095
58169.655571,17.956,0.069,o,6866.2638386279095
58169.668555,17.647,0.183,o,6866.2638386279095
58171.541252,18.673,0.142,c,5408.663570891947
58171.543274,18.983,0.189,c,5408.663570891947
58171.55952,18.005,0.289,c,5408.663570891947
58183.518997,17.93,0.067,o,6866.2638386279095
58183.521079,18.204,0.104,o,6866.2638386279095
58183.536972,18.088,0.07,o,6866.2638386279095
58183.542902,17.94,0.063,o,6866.2638386279095
58185.494451,17.974,0.065,o,6866.2638386279095
58185.512485,17.925,0.063,o,6866.2638386279095
58185.531511,18.053,0.069,o,6866.2638386279095
58185.535738,17.96,0.064,o,6866.2638386279095
58191.58464,21.086,0.266,UVW2,2079.0336312991835
58191.58918,21.021,0.256,UVM2,2255.0778119792767
58191.61407,20.502,0.19,UVW1,2614.2215023801036
58191.61536,20.08,0.302,U,3475.494840948251
58191.61604,19.245,0.286,B,4359.055793164423
58191.61989,18.502,0.332,V,5430.085589890766
58202.3314005,18.960369280310275,0.1626012450723107,g,4718.872246248685
58205.2815856,18.931124575664,0.32247169374532225,g,4718.872246248685
58205.309456,18.920498097234535,0.3227836023080223,g,4718.872246248685
58205.4332,18.042,0.177,o,6866.2638386279095
58205.443112,18.12,0.173,o,6866.2638386279095
58205.446135,18.147,0.187,o,6866.2638386279095
58205.463596,18.302,0.218,o,6866.2638386279095
58208.2814236,18.907827973167947,1.1050527270502664,g,4718.872246248685
58208.3175,18.124283406714518,0.6593972919941475,g,4718.872246248685
58213.455303,17.914,0.073,o,6866.2638386279095
58213.457458,17.972,0.075,o,6866.2638386279095
58213.467462,17.953,0.08,o,6866.2638386279095
58213.469515,17.998,0.081,o,6866.2638386279095
58213.478582,17.845,0.084,o,6866.2638386279095
58213.480691,18.031,0.086,o,6866.2638386279095
58213.489981,18.061,0.103,o,6866.2638386279095
58213.494163,17.83,0.075,o,6866.2638386279095
58214.2042361,18.222787135729423,0.30416952408533376,r,6185.194476741525
58214.3821991,17.680608388388393,0.8469175116898006,i,7499.704174464691
58215.2387269,18.193675080887477,0.14083163485143366,r,6185.194476741525
58215.2482986,18.307895257276762,0.27899254331005097,r,6185.194476741525
58216.2370486,18.28874263911763,0.07736504548420658,r,6185.194476741525
58216.2613426,18.961056204586505,0.09535001183286392,g,4718.872246248685
58217.238588,18.28698015552927,0.09439641026019262,r,6185.194476741525
58217.2550926,18.190073858674012,0.09109649769257015,r,6185.194476741525
58218.2430671,18.271677223682545,0.08707152255239718,r,6185.194476741525
58218.2440162,18.1693787966776,0.07889378263632393,r,6185.194476741525
58218.2608565,18.226826306294356,0.10084901112365309,r,6185.194476741525
58218.2977778,18.29379767896033,0.09661626305031432,r,6185.194476741525
58218.2987153,18.26639155146343,0.09197229220884014,r,6185.194476741525
58219.2177315,18.24421474922451,0.08676759978033521,r,6185.194476741525
58219.2420255,18.36863199555743,0.1250880021186253,r,6185.194476741525
58219.2593519,18.217048716808726,0.08032497538059079,r,6185.194476741525
58221.2164468,18.364991380313,0.17071893519093068,r,6185.194476741525
58221.2528588,18.318085692831552,0.13647870722076402,r,6185.194476741525
58221.2538194,18.19188208344934,0.13146672246452729,r,6185.194476741525
58221.445805,18.047,0.069,o,6866.2638386279095
58221.456787,18.066,0.06,o,6866.2638386279095
58221.467488,17.88,0.054,o,6866.2638386279095
58221.478621,17.968,0.057,o,6866.2638386279095
58222.2579282,18.183153683929678,0.0908272340734704,r,6185.194476741525
58222.478514,18.191,0.197,o,6866.2638386279095
58222.488067,17.978,0.062,o,6866.2638386279095
58222.490992,17.846,0.069,o,6866.2638386279095
58222.507568,17.922,0.065,o,6866.2638386279095
58222.508027,17.96,0.087,o,6866.2638386279095
58222.510207,17.925,0.073,o,6866.2638386279095
58222.510666,17.957,0.064,o,6866.2638386279095
58222.526697,18.027,0.083,o,6866.2638386279095
58224.2180787,18.130568774595822,0.1594172785824447,r,6185.194476741525
58224.2265046,18.26074928836075,0.10077934342560374,r,6185.194476741525
58224.2317014,18.26232051291394,0.11872551240875266,r,6185.194476741525
58224.2842477,18.27794394923436,0.1006715060672408,r,6185.194476741525
58224.2851852,18.25009641005429,0.10548059918830095,r,6185.194476741525
58226.2547569,18.21945639793347,0.08706130661240133,r,6185.194476741525
58227.2528704,18.225504017346665,0.0833131401483397,r,6185.194476741525
58227.2538889,18.202352265231568,0.07874695641916958,r,6185.194476741525
58227.423501,18.576,0.107,c,5408.663570891947
58227.43489,18.662,0.124,c,5408.663570891947
58227.448091,18.714,0.143,c,5408.663570891947
58229.2629051,18.928335229953554,0.12223506365013155,g,4718.872246248685
58230.296331,19.04832154578854,0.3040021731282921,g,4718.872246248685
58230.3080093,18.666302493981124,0.3274206815525579,g,4718.872246248685
58231.1871181,18.23073682544134,0.11543251181407507,r,6185.194476741525
58231.2776389,18.329081697354894,0.11933255673833831,r,6185.194476741525
58231.378536,17.988,0.057,o,6866.2638386279095
58231.396844,18.191,0.075,o,6866.2638386279095
58231.416686,17.992,0.064,o,6866.2638386279095
58231.420374,17.93,0.058,o,6866.2638386279095
58232.2965394,17.48516413274523,0.128326800739281,i,7499.704174464691
58233.1771296,18.212907500550386,0.16857260980608776,r,6185.194476741525
58233.178588,18.303203925944736,0.18112387224750517,r,6185.194476741525
58233.2230556,18.9901576053941,0.31351202013275475,g,4718.872246248685
58233.2240046,19.10957867918704,0.35052657676766313,g,4718.872246248685
58234.1910648,19.1019503249243,1.901951031953425,g,4718.872246248685
58235.1738194,19.166361122125057,0.4223328138896163,g,4718.872246248685
58235.2105671,19.231823152663495,0.44399689867685993,g,4718.872246248685
58235.2234722,18.988197818919186,0.3803756818137993,g,4718.872246248685
58235.2239352,18.703087527312462,0.2900125396948027,g,4718.872246248685
58235.412654,17.853,0.583,o,6866.2638386279095
58236.1722106,18.957753060096664,0.40541458429477034,g,4718.872246248685
58236.1731481,18.86859443460884,0.3724027839839058,g,4718.872246248685
58236.2290278,18.862324149733954,0.367820599714427,g,4718.872246248685
58237.2120833,19.16104996789216,0.48218758736770884,g,4718.872246248685
58238.1506366,18.806405114088566,0.3295115346103654,g,4718.872246248685
58242.2055556,18.90322041774443,0.10511031427161413,g,4718.872246248685
58242.2065046,18.91806476028144,0.10539989731809112,g,4718.872246248685
58242.2586574,18.300637207786327,0.09496375178084694,r,6185.194476741525
58242.2601157,18.263536294443966,0.09512154737439947,r,6185.194476741525
58243.1718171,18.264600439100334,0.0905911788135989,r,6185.194476741525
58243.2109954,18.937181217832606,0.10787345372557335,g,4718.872246248685
58243.3522917,17.691313950206833,0.11996701634937643,i,7499.704174464691
58243.385098,17.897,0.05,o,6866.2638386279095
